"APPOINTED DATES & SESSIONS","DATE","TYPE","SITTINGS CONTENT","RESOLUTION/RESULT"
"第８屆第２會期","101/11/01","司法及法制委員會","審查中華民國102年度中央政府總預算案關於法務部及所屬主管收支部分","審查完竣"
"第８屆第２會期","101/11/01","內政委員會","一、審查102年度中央政府總預算案關於內政部（不含社會司、家庭暴力及性侵害防治委員會、國民年金監理會及兒童局）主管收支部分；二、審查102年度中央政府總預算案關於內政部營建署及所屬、建築研究所主管收支部分；三、審查102年度中央政府總預算案（含附屬單位預算及綜計表－非營業部分）關於內政部主管「營建建設基金」、「中央都市更新基金」收支部分；四、審查102年度財團法人預算案關於內政部函送「財團法人婦女權益促進發展基金會」、「財團法人賑災基金會」、「財團法人惠眾醫療救濟基金會」、「財團法人二二八事件紀念基金會」、「財團法人亞洲土地改革與農村發展中心」、「財團法人台灣建築中心」、「財團法人臺灣營建研究院」、「財團法人國土規劃及不動產資訊中心」、「財團法人中央營建技術顧問研究社」預算書案。","一及三另定期繼續審查；二、除內政部建築研究所主管收支部分審查完竣外，餘均另定期繼續審查；四、除「102年度財團法人二二八事件紀念基金會預算書」及「102年度財團法人亞洲土地改革與農村發展中心」另定期繼續審查外，餘均審查完竣。"
"第８屆第２會期","101/10/31","交通委員會","102年度中央政府總預算案有關交通部觀光局及所屬歲出部分預算詢答及處理","另定期繼續審查"
"第８屆第２會期","101/10/31","內政委員會","一、審查102年度中央政府總預算案關於內政部（不含社會司、家庭暴力及性侵害防治委員會、國民年金監理會及兒童局）主管收支部分；二、審查102年度中央政府總預算案關於內政部營建署及所屬、建築研究所主管收支部分；三、審查102年度中央政府總預算案（含附屬單位預算及綜計表－非營業部分）關於內政部主管「營建建設基金」、「中央都市更新基金」收支部分；四、審查102年度財團法人預算案關於內政部函送「財團法人婦女權益促進發展基金會」、「財團法人賑災基金會」、「財團法人惠眾醫療救濟基金會」、「財團法人二二八事件紀念基金會」、「財團法人亞洲土地改革與農村發展中心」、「財團法人台灣建築中心」、「財團法人臺灣營建研究院」、「財團法人國土規劃及不動產資訊中心」、「財團法人中央營建技術顧問研究社」預算書案。","一及三另定期繼續審查；二、除內政部建築研究所主管收支部分審查完竣外，餘均另定期繼續審查；四、除「102年度財團法人二二八事件紀念基金會預算書」及「102年度財團法人亞洲土地改革與農村發展中心」另定期繼續審查外，餘均審查完竣。"
"第８屆第２會期","101/10/31","教育及文化委員會","一、審查102年度中央政府總預算案關於文化部及所屬單位預算；二、審查102年度中央政府總預算案關於國立故宮博物院單位預算。","11月14日、15日繼續審查"
"第８屆第２會期","101/10/31","外交及國防委員會","審查102年度中央政府總預算案關於外交部主管收支機密部分","審查完竣"
"第８屆第２會期","101/10/31","社會福利及衛生環境委員會","（上午）審查中華民國102年度中央政府總預算案有關行政院勞工委員會、職業訓練局及所屬、勞工安全衛生研究所、勞工退休基金監理會單位預算案；（下午）一、併案審查行政院函請審議「就業保險法第二十二條之一及第四十四條條文修正草案」及委員蔣乃辛等34人擬具「就業保險法增訂第二十二條之一條文草案」等2案。二、審查本院委員江惠貞等21人擬具「就業保險法第六條條文修正草案」、委員蔣乃辛等22人擬具「就業保險法第十條及第十九條之三條文修正草案」、委員李應元等25人擬具「就業保險法第十一條及第十九條條文修正草案」、委員楊瓊瓔等27人擬具「就業保險法第十九條之一條文修正草案」、委員黃偉哲等20人擬具「就業保險法第十九條之二條文修正草案」及委員陳亭妃等23人擬具「就業保險法第二十五條條文修正草案」等6案。","（上午）報告及詢答結束，另定期繼續審查；（下午）一、審查完竣；二、除本院委員江惠貞等21人擬具「就業保險法第六條條文修正草案」及委員陳亭妃等23人擬具「就業保險法第二十五條條文修正草案」另定期繼續審查外，餘均不予審議。"
"第８屆第２會期","101/10/31","經濟委員會","一、審查本會「針對行政院農業委員會及其所屬自97年12月迄今禽流感防治之相關行政、實驗、試驗、檢驗等相關作為及文件調閱專案小組」調閱報告書；二、審查本會「台灣電力公司燃煤採購及購入電力合約調閱專案小組」調閱報告書；三、審查行政院函請審議「動物用藥品管理法部分條文修正草案」案；四、審查本院委員陳明文等24人擬具「農業發展條例增訂第二十五條之二條文草案」案；五、審查本院委員劉建國等20人擬具「農業發展條例第二十九條條文修正草案」案；六、審查本院委員蘇震清等29人擬具「農會法第十八條條文修正草案」案。","均另定期繼續審查"
"第８屆第２會期","101/10/31","司法及法制委員會","審查中華民國102年度中央政府總預算案關於法務部及所屬主管收支部分","審查完竣"
"第８屆第２會期","101/10/31","財政委員會","審查中華民國102年度中央政府總預算案有關財政部、國庫署、財政資訊中心歲出預算部分","審查完竣"
"第８屆第２會期","101/10/30","院會","對行政院院長施政報告繼續質詢","繼續質詢"
"第８屆第２會期","101/10/29","經濟委員會","繼續審查行政院函送行政院101年度中央政府總預算案附屬單位預算及綜計表非營業部分，關於經濟部主管：核能發電後端營運基金。","審查完竣"
"第８屆第２會期","101/10/29","外交及國防委員會","審查102年度中央政府總預算案關於外交部主管收支公開部分","另定期繼續審查"
"第８屆第２會期","101/10/29","社會福利及衛生環境委員會","一、審查中華民國102年度中央政府總預算案有關行政院環境保護署、環境檢驗所、環境保護人員訓練所單位預算案；二、審查本院委員許添財等20人擬具「環境影響評估法第二條條文修正草案」；三、審查本院委員蔣乃辛等26人擬具「光害防治法草案」；四、審查本院委員尤美女等21人擬具「土壤及地下水污染整治法第十五條及第四十三條條文修正草案」；五、審查本院委員管碧玲等24人擬具「空氣污染防制法第三十四條之一條文修正草案」；六、審查本院委員蔡錦隆等16人擬具「廢棄物清理法第四十六條及第五十二條條文修正草案」；七、審查人民請願案1案台灣省計程車駕駛員職業工會聯合會檢送該會為有關「空氣污染防制法」修正條文，機動車輛怠速停車超過規定時間將開罰，建議應將計程車排除在外請願文書乙份。","一、三及六報告及詢答結束，另定期繼續審查；二、不予修正；四及五審查完竣；七、不成為議案。"
"第８屆第２會期","101/10/29","財政委員會","審查中華民國102年度中央政府總預算案行政院歲入預算有關中央銀行股息紅利繳庫部分暨財政部及所屬單位歲入預算部分","審查完竣"
